21,0,1,959.15
20,0,1,962.46
25,0,1,1008.1
39,0,1,1039.71
20,0,1,1043.89
17,0,1,1053.4
21,0,1,1060.49
50,0,1,1065.63
50,0,1,1075.84
44,0,1,1086.75
55,0,1,1089.87
41,0,1,1106.95
17,0,1,1109.82
16,0,1,1118.56
14,0,1,1123.78
24,0,1,1132.58
43,0,1,1133.34
35,0,1,1139.55
31,0,1,1168.61
57,0,1,1178.24
36,0,1,1187.4
15,0,1,1195.79
51,0,1,1201.31
22,0,1,1208.14
16,0,1,1210.53
47,0,1,1210.73
43,0,1,1211.27
11,0,1,1212.04
32,0,1,1214.64
18,0,1,1219.12
45,0,1,1222.06
29,0,1,1224.2
48,0,1,1226.24
37,0,1,1231.65
40,0,1,1237.63
50,0,1,1246.9
19,0,1,1247.92
54,0,1,1249.51
57,0,1,1251.91
32,0,1,1255.19
52,0,1,1260.44
49,0,1,1265.03
46,0,1,1265.85
55,0,1,1267.44
66,0,1,1268.45
42,0,1,1269.03
57,0,1,1271.89
25,0,1,1283.72
54,0,1,1286.16
27,0,1,1288.22
45,0,1,1290.9
48,0,1,1291.76
37,0,1,1294.93
13,0,1,1295.29
34,0,1,1296.49
42,0,1,1296.56
57,0,1,1299.37
56,0,1,1301.75
57,0,1,1310.94
12,0,1,1312.52
44,0,1,1318.22
49,0,1,1319.63
11,0,1,1319.99
36,0,1,1324.48
18,0,1,1325.03
43,0,1,1328.3
37,0,1,1329.46
45,0,1,1329.87
16,0,1,1330.72
40,0,1,1331.1
50,0,1,1333.77
47,0,1,1334.59
40,0,1,1334.66
56,0,1,1342.7
14,0,1,1343.02
42,0,1,1343.19
34,0,1,1345.79
43,0,1,1349.15
18,0,1,1351.31
10,0,1,1355.66
49,0,1,1356.09
51,0,1,1357.11
36,0,1,1358.73
21,0,1,1360.77
53,0,1,1360.85
49,0,1,1361.93
52,0,1,1363.3
43,0,1,1365.07
56,0,1,1365.75
56,0,1,1366.1
39,0,1,1380.74
59,0,1,1382.51
48,0,1,1383.18
19,0,1,1384.45
37,0,1,1387.22
58,0,1,1388.73
20,0,1,1389.88
56,0,1,1394.19
54,0,1,1399.95
40,0,1,1400.5
41,0,1,1404.08
46,0,1,1406.11
56,0,1,1408.7
28,0,1,1409.85
59,0,1,1412.39
53,0,1,1415.56
10,0,1,1417.83
37,0,1,1418.89
65,0,1,1422.93
40,0,1,1425.55
40,0,1,1429.21
48,0,1,1433.48
42,0,1,1435.06
23,0,1,1436.96
55,0,1,1443.24
56,0,1,1443.82
52,0,1,1449.07
17,0,1,1449.45
16,0,1,1450.03
62,0,1,1451.37
14,0,1,1454.27
53,0,1,1455.23
38,0,1,1456.07
29,0,1,1458.45
34,0,1,1461.67
62,0,1,1462.68
32,0,1,1467.11
55,0,1,1471.45
60,0,1,1472.99
51,0,1,1474.37
39,0,1,1478.44
53,0,1,1479.09
61,0,1,1481.38
49,0,1,1482.24
49,0,1,1483.72
49,0,1,1484.89
38,0,1,1490.85
34,0,1,1493.99
49,0,1,1499.53
16,0,1,1501.98
45,0,1,1513.28
59,0,1,1515.05
11,0,1,1516.35
49,0,1,1519.14
54,0,1,1519.14
47,0,1,1519.7
53,0,1,1521.11
45,0,1,1522.15
47,0,1,1522.19
46,0,1,1525.56
47,0,1,1528.22
38,0,1,1532.18
54,0,1,1532.85
45,0,1,1533.27
53,0,1,1534.26
50,0,1,1536.42
48,0,1,1536.74
12,0,1,1543.3
45,0,1,1543.52
33,0,1,1545.08
40,0,1,1547.42
42,0,1,1548.81
55,0,1,1550.51
31,0,1,1552.26
63,0,1,1554.11
45,0,1,1557.7
32,0,1,1558.24
49,0,1,1559.78
12,0,1,1559.82
63,0,1,1570.12
62,0,1,1570.49
55,0,1,1573.72
57,0,1,1574.23
54,0,1,1574.36
38,0,1,1574.88
26,0,1,1575
57,0,1,1575.5
7,0,1,1575.9
44,0,1,1576.21
55,0,1,1580.54
57,0,1,1583.45
38,0,1,1585.73
72,0,1,1592.17
33,0,1,1598.57
26,0,1,1598.95
37,0,1,1599.12
60,0,1,1599.38
51,0,1,1600.62
50,0,1,1600.83
33,0,1,1602.73
43,0,1,1608.47
56,0,1,1608.52
56,0,1,1609.12
46,0,1,1609.32
67,0,1,1610.47
67,0,1,1612.6
49,0,1,1615.53
40,0,1,1616.89
60,0,1,1619.89
56,0,1,1620.99
72,0,1,1623.77
54,0,1,1624.44
13,0,1,1626.17
33,0,1,1626.61
59,0,1,1629.76
55,0,1,1632.03
52,0,1,1633.59
34,0,1,1635.17
40,0,1,1637.22
68,0,1,1638.31
60,0,1,1640.82
32,0,1,1642.32
26,0,1,1643.96
48,0,1,1646.16
44,0,1,1648.34
11,0,1,1649.54
61,0,1,1652.24
19,0,1,1655.75
49,0,1,1658.15
45,0,1,1658.33
14,0,1,1658.93
47,0,1,1659.63
55,0,1,1661.15
42,0,1,1661.64
31,0,1,1663.99
45,0,1,1667.49
15,0,1,1667.69
42,0,1,1668.94
50,0,1,1671.68
14,0,1,1672.54
37,0,1,1677.48
48,0,1,1680.25
57,0,1,1682.26
15,0,1,1685.9
17,0,1,1686.02
39,0,1,1687.65
32,0,1,1692.02
24,0,1,1692.74
24,0,1,1693.82
49,0,1,1695.2
59,0,1,1696.62
51,0,1,1697.06
62,0,1,1702.19
50,0,1,1705.08
50,0,1,1708.18
53,0,1,1713.15
9,0,1,1714.18
41,0,1,1718.19
47,0,1,1719.74
23,0,1,1720.86
55,0,1,1722.09
51,0,1,1723.25
34,0,1,1726.48
34,0,1,1726.63
46,0,1,1727.12
39,0,1,1727.75
32,0,1,1728.74
59,0,1,1730.66
54,0,1,1731.28
60,0,1,1732.15
38,0,1,1732.48
44,0,1,1733.06
53,0,1,1735.32
31,0,1,1736.22
8,0,1,1739.7
56,0,1,1740.18
67,0,1,1743.59
16,0,1,1749.57
24,0,1,1749.65
72,0,1,1750.2
57,0,1,1754.78
57,0,1,1755.2
19,0,1,1755.71
53,0,1,1759.7
71,0,1,1761.35
