21,-1,959.15
20,-1,962.46
25,-1,1008.1
39,-1,1039.71
20,-1,1043.89
17,-1,1053.4
21,-1,1060.49
50,-1,1065.63
50,-1,1075.84
44,-1,1086.75
55,-1,1089.87
41,-1,1106.95
17,-1,1109.82
16,-1,1118.56
14,-1,1123.78
21,1,1124.97
24,-1,1132.58
43,-1,1133.34
35,-1,1139.55
31,-1,1168.61
57,-1,1178.24
23,1,1184.63
36,-1,1187.4
18,1,1188.62
38,1,1195.27
15,-1,1195.79
25,1,1196.08
51,-1,1201.31
22,-1,1208.14
16,-1,1210.53
47,-1,1210.73
43,-1,1211.27
11,-1,1212.04
32,-1,1214.64
44,1,1216.83
18,-1,1219.12
14,1,1220.79
45,-1,1222.06
29,-1,1224.2
28,1,1224.91
48,-1,1226.24
37,-1,1231.65
32,1,1232.57
40,-1,1237.63
45,1,1241.09
31,1,1241.62
48,1,1246.1
50,-1,1246.9
19,-1,1247.92
54,-1,1249.51
57,-1,1251.91
32,-1,1255.19
45,1,1255.83
52,-1,1260.44
49,-1,1265.03
46,-1,1265.85
55,-1,1267.44
66,-1,1268.45
42,-1,1269.03
57,-1,1271.89
25,-1,1283.72
54,-1,1286.16
44,1,1288.14
27,-1,1288.22
15,1,1289.48
45,-1,1290.9
48,-1,1291.76
37,-1,1294.93
13,-1,1295.29
34,-1,1296.49
42,-1,1296.56
57,-1,1299.37
56,-1,1301.75
46,1,1310.46
57,-1,1310.94
12,-1,1312.52
44,-1,1318.22
49,-1,1319.63
11,-1,1319.99
39,1,1321.31
36,-1,1324.48
17,1,1324.83
18,-1,1325.03
37,1,1326.11
43,-1,1328.3
37,-1,1329.46
45,-1,1329.87
16,-1,1330.72
40,-1,1331.1
50,-1,1333.77
47,-1,1334.59
40,-1,1334.66
20,1,1339.14
39,1,1339.16
56,-1,1342.7
14,-1,1343.02
42,-1,1343.19
28,1,1343.8
34,-1,1345.79
43,-1,1349.15
18,-1,1351.31
10,-1,1355.66
49,-1,1356.09
51,-1,1357.11
36,-1,1358.73
21,-1,1360.77
53,-1,1360.85
49,-1,1361.93
52,-1,1363.3
43,-1,1365.07
56,-1,1365.75
56,-1,1366.1
20,1,1376.12
25,1,1378.36
39,-1,1380.74
59,-1,1382.51
48,-1,1383.18
27,1,1383.58
19,-1,1384.45
37,-1,1387.22
58,-1,1388.73
20,-1,1389.88
15,1,1391.36
56,-1,1394.19
42,1,1395.11
54,-1,1399.95
40,-1,1400.5
34,1,1401.93
46,1,1402.86
41,-1,1404.08
30,1,1404.9
46,-1,1406.11
56,-1,1408.7
28,-1,1409.85
59,-1,1412.39
53,-1,1415.56
10,-1,1417.83
37,-1,1418.89
58,1,1420.69
65,-1,1422.93
39,1,1425.02
40,-1,1425.55
37,1,1425.93
34,1,1427.78
40,-1,1429.21
48,-1,1433.48
42,-1,1435.06
23,-1,1436.96
20,1,1437.93
56,1,1440.14
41,1,1440.64
41,1,1440.76
51,1,1440.98
50,1,1442.38
55,-1,1443.24
56,-1,1443.82
52,-1,1449.07
17,-1,1449.45
16,-1,1450.03
62,-1,1451.37
13,1,1451.81
14,-1,1454.27
12,1,1454.84
53,-1,1455.23
38,-1,1456.07
29,-1,1458.45
52,1,1458.6
27,1,1459.08
47,1,1460.97
34,-1,1461.67
62,-1,1462.68
43,1,1463.83
55,1,1465.18
32,-1,1467.11
20,1,1469.94
55,-1,1471.45
23,1,1471.98
60,-1,1472.99
51,-1,1474.37
39,-1,1478.44
53,-1,1479.09
56,1,1479.56
61,-1,1481.38
49,-1,1482.24
49,-1,1483.72
49,-1,1484.89
51,1,1489.7
38,-1,1490.85
24,1,1491.57
34,1,1491.63
28,1,1493.8
34,-1,1493.99
49,-1,1499.53
59,1,1501.14
16,-1,1501.98
43,1,1504.9
45,-1,1513.28
57,1,1513.57
39,1,1514.94
59,-1,1515.05
54,1,1515.66
11,-1,1516.35
40,1,1516.48
28,1,1517.46
26,1,1517.64
55,1,1518.58
49,-1,1519.14
54,-1,1519.14
47,-1,1519.7
13,1,1519.9
54,1,1520.41
24,1,1520.56
53,-1,1521.11
45,-1,1522.15
47,-1,1522.19
51,1,1522.71
24,1,1523.52
10,1,1523.76
46,-1,1525.56
34,1,1526.83
47,-1,1528.22
14,1,1528.77
43,1,1529.81
38,-1,1532.18
54,-1,1532.85
45,-1,1533.27
53,-1,1534.26
50,-1,1536.42
48,-1,1536.74
29,1,1539.19
12,-1,1543.3
45,-1,1543.52
48,1,1544.46
33,-1,1545.08
40,-1,1547.42
32,1,1547.95
42,-1,1548.81
55,-1,1550.51
34,1,1551.18
31,-1,1552.26
54,1,1552.81
63,-1,1554.11
22,1,1554.79
45,-1,1557.7
30,1,1558.22
32,-1,1558.24
16,1,1559.11
49,-1,1559.78
12,-1,1559.82
47,1,1561.6
10,1,1563.2
40,1,1563.53
57,1,1566.74
63,-1,1570.12
62,-1,1570.49
55,-1,1573.72
57,-1,1574.23
54,-1,1574.36
38,-1,1574.88
26,-1,1575
57,-1,1575.5
7,-1,1575.9
44,-1,1576.21
54,1,1578.1
55,-1,1580.54
31,1,1582.79
57,-1,1583.45
38,-1,1585.73
44,1,1586.5
45,1,1588.98
72,-1,1592.17
46,1,1597.09
46,1,1597.41
33,-1,1598.57
26,-1,1598.95
37,-1,1599.12
60,-1,1599.38
51,-1,1600.62
50,-1,1600.83
27,1,1601.79
33,-1,1602.73
38,1,1605.16
43,-1,1608.47
56,-1,1608.52
27,1,1608.98
56,-1,1609.12
46,-1,1609.32
67,-1,1610.47
67,-1,1612.6
55,1,1615.21
49,-1,1615.53
40,-1,1616.89
32,1,1617.3
55,1,1618.35
39,1,1618.37
60,-1,1619.89
36,1,1620.71
56,-1,1620.99
72,-1,1623.77
54,-1,1624.44
13,-1,1626.17
33,-1,1626.61
35,1,1627.9
59,-1,1629.76
55,-1,1632.03
52,-1,1633.59
34,-1,1635.17
40,-1,1637.22
68,-1,1638.31
46,1,1640.61
60,-1,1640.82
62,1,1641.63
32,-1,1642.32
35,1,1643.52
26,-1,1643.96
58,1,1645.86
48,-1,1646.16
52,1,1646.18
47,1,1646.42
44,-1,1648.34
51,1,1648.75
11,-1,1649.54
35,1,1649.69
41,1,1650.49
45,1,1650.74
61,-1,1652.24
19,-1,1655.75
49,-1,1658.15
45,-1,1658.33
14,-1,1658.93
47,-1,1659.63
49,1,1660.59
55,-1,1661.15
42,-1,1661.64
32,1,1662.92
31,-1,1663.99
52,1,1664.08
28,1,1664.54
14,1,1667.13
45,-1,1667.49
15,-1,1667.69
42,-1,1668.94
26,1,1671.07
50,-1,1671.68
14,-1,1672.54
27,1,1675.94
37,-1,1677.48
48,-1,1680.25
51,1,1680.49
56,1,1681.24
46,1,1681.88
57,-1,1682.26
15,-1,1685.9
17,-1,1686.02
15,1,1686.4
39,-1,1687.65
48,1,1689.5
34,1,1690.46
32,-1,1692.02
24,-1,1692.74
23,1,1693.12
24,-1,1693.82
48,1,1693.89
49,-1,1695.2
59,-1,1696.62
51,-1,1697.06
20,1,1698.51
62,-1,1702.19
47,1,1702.63
45,1,1704.87
